Name,Ticker,"Sub-Sector","Market Cap","Percentage Buy Reco’s","Percentage Upside","No. of analysts with buy reco","Percentage Sell Reco's","Percentage Hold Reco's","Total no. of analysts"
Mid India Industries Ltd,MIDINDIA,"Textiles","10.595","0",,"0","0","0",
Transwind Infrastructures Ltd,TRANSWIND,"Construction & Engineering","10.593865","0",,"0","0","0",
Gala Global Products Ltd,GGPL,"Business Support Services","10.590088102","0",,"0","0","0",
Neelkanth Rock-Minerals Ltd,NEELKAN,"Building Products - Granite","10.5867263","0",,"0","0","0",
Colinz Laboratories Ltd,COLINZ,"Pharmaceuticals","10.5827391","0",,"0","0","0",
Suumaya Industries Ltd,SUULD,"Apparel & Accessories","10.572951951","0",,"0","0","0",
Dalal Street Investments Ltd,DSINVEST,"Investment Banking & Brokerage","10.54080067","0",,"0","0","0",
Shashank Traders Ltd,SHASHANK,"Textiles","10.534389","0",,"0","0","0",
Rajvi Logitrade Ltd,RAJVI,"Logistics","10.5256736","0",,"0","0","0",
Welterman International Ltd,WELTI,"Fertilizers & Agro Chemicals","10.5169984",,,"0","0","0",
RGF Capital Markets Ltd,RGF,"Diversified Financials","10.50168","0",,"0","0","0",
Ghushine Fintrrade Ocean Ltd,GHUSHINE,"Textiles","10.483188",,,,,,
Shanti Guru Industries Ltd,SHANTIGURU,"Retail - Department Stores","10.4635","0",,"0","0","0",
Ontic Finserve Ltd,ONTIC,"Specialized Finance","10.440348","0",,"0","0","0",
Phyto Chem (India) Ltd,PHYTO,"Fertilizers & Agro Chemicals","10.4365854","0",,"0","0","0",
Shree Ganesh Elastoplast Ltd,SHGANEL,"Agro Products","10.42629","0",,"0","0","0",
Axis BSE Sensex ETF,AXSENSEX,"Equity","10.424324495999999","0",,"0","0","0",
Tasty Dairy Specialities Ltd,TDSL,"Agro Products","10.4193","0",,"0","0","0",
Laddu Gopal Online Services Ltd,LADDU,"Real Estate","10.37902866",,,"0","0","0","0"
Interactive Financial Services Ltd,IFINSER,"Investment Banking & Brokerage","10.37440461","0",,"0","0","0",
Sparc Electrex Ltd,SPAR,"Electronic Equipments","10.36468","0",,"0","0","0",
Tarini International Ltd,TARINI,"Renewable Energy","10.359406","0",,"0","0","0",
Sanathnagar Enterprises Ltd,SEL,"Real Estate","10.332","0",,"0","0","0",
HDFC Nifty200 Momentum 30 ETF,HDFCMOMENT,"Equity","10.3270928","0",,"0","0","0",
Pasari Spinning Mills Ltd,PASARI,"Textiles","10.3086","0",,"0","0","0",
Crane Infrastructure Ltd,CRANEINFRA,"Real Estate","10.298124","0",,"0","0","0",
Mirae Asset Nifty 100 Low Volatility 30 ETF,LOWVOL,"Equity","10.297374876000001","0",,"0","0","0",
Ashish Polyplast Ltd,ASHISHPO,"Building Products - Pipes","10.2434625","0",,"0","0","0",
Net Pix Shorts Digital Media Ltd,NETPIX,"Online Services","10.240192","0",,"0","0","0",
Beryl Drugs Ltd,BERLDRG,"Pharmaceuticals","10.194117","0",,"0","0","0",
Rajputana Investment & Finance Ltd,RAJPUTANA,"Investment Banking & Brokerage","10.17632","0",,"0","0","0",
Polycon International Ltd,POLYCON,"Plastic Products","10.169328","0",,"0","0","0",
Tamil Nadu Steel Tubes Ltd,TNSTLTU,"Building Products - Pipes","10.147104","0",,"0","0","0",
Angel One Gold ETF,AONEGOLD,"Gold","10.086090712",,,,,,
Hathway Bhawani Cabletel and Datacom Ltd,HATHWAYB,"Cable & D2H","10.0845","0",,"0","0","0",
Newtrac Foods & Beverages Ltd,NEWTRAC,"Agro Products","10.0608","0",,"0","0","0",
Northlink Fiscal and Capital Services Ltd,NORTHLINK,"Construction & Engineering","10.0485","0",,"0","0","0",
Vellora Impact Ltd,PRATIKSH,"Commodity Chemicals","10.04332302","0",,"0","0","0",
Swasth Foodtech India Ltd,SWASTH,"FMCG - Foods","9.98666581","0",,"0","0","0",
Ladam Affordable Housing Ltd,LAHL,"Real Estate","9.976007","0",,"0","0","0",
Winny Immigration & Education Services Ltd,WINNY,"Academic & Educational Services","9.97115","0",,"0","0","0",
3C IT Solutions & Telecoms (India) Ltd,3CIT,"IT Services & Consulting","9.9631","0",,"0","0","0",
ICICI Prudential Nifty 200 Momentum 30 ETF,MOM30IETF,"Equity","9.946179789","0",,"0","0","0",
Aadi Industries Ltd,AADIIND,"Stationery","9.94","0",,"0","0","0",
Longspur International Ventures Ltd,LONGSPUR,"Labs & Life Sciences Services","9.92355","0",,"0","0","0",
Kenrik Industries Ltd,KENRIK,"Precious Metals, Jewellery & Watches","9.9108347","0",,"0","0","0",
Indifra Ltd,INDIFRA,"Construction & Engineering","9.87795","0",,"0","0","0",
Groww Nifty Metal ETF,GROWWMETAL,"Equity","9.8293875",,,,,,
Milestone Global Ltd,MILESTONE,"Building Products - Granite","9.784125","0",,"0","0","0",
Lime Chemicals Ltd,LIMECHM,"Commodity Chemicals","9.757092","0",,"0","0","0",
VK Global Industries Ltd,VKGLOBAL,"Technology Hardware","9.74717",,,"0","0","0",
Motilal Oswal Nifty Capital Market ETF,MOCAPITAL,"Equity","9.689325","0",,"0","0","0",
Mayur Floorings Ltd,MAYURFL,"Building Products - Granite","9.6657072","0",,"0","0","0",
UTI Nifty Midcap 150 Exchange Traded Fund,MIDCAPBETA,"Equity","9.66493812","0",,"0","0","0",
Motilal Oswal BSE Quality ETF,MOQUALITY,"Equity","9.616968564","0",,"0","0","0",
Veerkrupa Jewellers Ltd,VEERKRUPA,"Precious Metals, Jewellery & Watches","9.566834909","0",,"0","0","0",
Aditya Birla Sun Life MSCI India ETF,ABSLMSCIN,"Equity","9.533470044",,,,,,
Mount Housing and Infrastructure Ltd,MOUNT,,"9.5313189","0",,"0","0","0",
Super Bakers Ltd,SUPERBAK,"Packaged Foods & Meats","9.51804","0",,"0","0","0",
Plada Infotech Services Ltd,PLADAINFO,"Software Services","9.51714","0",,"0","0","0",
Octal Credit Capital Ltd,OCTAL,"Diversified Financials","9.5167127","0",,"0","0","0",
Nippon India Nifty India Manufacturing ETF,MANUFGBEES,"Equity","9.502030881",,,,,,
ICICI Pru Nifty Commodities ETF,COMMOIETF,"Equity","9.47372874","0",,"0","0","0",
Mayur Leather Products Ltd,MAYUR,"Footwear","9.452034","0",,"0","0","0",
ADITYA BSL Nifty 200 Momentum 30 ETF,MOMENTUM,"Equity","9.432275782","0",,"0","0","0",
Libord Securities Ltd,LIBORD,"Investment Banking & Brokerage","9.425","0",,"0","0","0",
SRU Steels Ltd,SRUSTEELS,"Iron & Steel","9.41046225","0",,"0","0","0",
Mehta Securities Ltd,MEHSECU,"Investment Banking & Brokerage","9.391776",,,"0","0","0","0"
Kalpa Commercial Ltd,KALPACOMME,"Textiles","9.3275",,,,,,
Motilal Oswal Gold ETF,MOGOLD,"Gold","9.318",,,,,,
Minaxi Textiles Ltd,MINAXI,"Textiles","9.27","0",,"0","0","0",
RLF Ltd,RLF,"Textiles","9.26736506","0",,"0","0","0",
Modern Shares and Stockbrokers Ltd,MODRNSH,"Investment Banking & Brokerage","9.2271815","0",,"0","0","0",
Indo Euro Indchem Ltd,INDOEURO,"Specialty Chemicals","9.217481","0",,"0","0","0",
Premier Ltd,PREMIER,"Industrial Machinery","9.20288871","0",,"0","0","0",
Prima Agro Ltd,PRIMAGR,"Agro Products","9.1897781","0",,"0","0","0",
Prashant India Ltd,PRSNTIN,"Textiles","9.186675867","0",,"0","0","0",
Eastcoast Steel Ltd,ECSTSTL,"Iron & Steel","9.1739956","0",,"0","0","0",
Dhyaani Tradeventtures Ltd,DHYAANITR,"Diversified Financials","9.141888","0",,"0","0","0",
Rotographics (India) Ltd,RGIL,"Commodities Trading","9.12702327893432",,,"0","0","0",
Skyline Ventures India Ltd,SKILVEN,"Real Estate","9.1233364","0",,"0","0","0",
Sterling Greenwoods Ltd,STRGRENWO,"Real Estate","9.1153292","0",,"0","0","0",
Nouveau Global Ventures Ltd,NOUVEAU,"Conglomerates","9.09097","0",,"0","0","0",
BFL Asset Finvest Ltd,BFLAFL,"Investment Banking & Brokerage","9.081115","0",,"0","0","0",
Natural Biocon (India) Ltd,NATURAL,"Agro Products","9.0497628","0",,"0","0","0",
Rite Zone Chemcon India Ltd,RITEZONE,"Construction & Engineering","8.9681724","0",,"0","0","0",
Solve Plastic Products Ltd,BALCO,"Plastic Products","8.93307125","0",,"0","0","0",
Chadha Papers Ltd,CHADPAP,"Paper Products","8.928534999999949","0",,"0","0","0",
Groww Nifty 500 Momentum 50 ETF,GROWWMOM50,"Equity","8.9272034","0",,"0","0","0",
Vision Cinemas Ltd,VISIONCINE,"Movies & TV Serials","8.92384983","0",,"0","0","0",
BNR Udyog Ltd,BNRUDY,"IT Services & Consulting","8.853","0",,"0","0","0",
Sabar Flex India Ltd,SABAR,"Packaging","8.84860557","0",,"0","0","0",
Gagan Gases Ltd,GAGAN,"Oil & Gas - Storage & Transportation","8.838186","0",,"0","0","0",
Kotak Nifty MNC ETF,MNC,"Equity","8.82791598","0",,"0","0","0",
Anjani Finance Ltd,ANJANIFIN,"Diversified Financials","8.824671","0",,"0","0","0",
Sab Events & Governance Now Media Ltd,SABEVENTS,"Publishing","8.816800951000001","0",,"0","0","0",
DSP Nifty Bank ETF,BANKADD,"Equity","8.816116374","0",,"0","0","0",
Bhagawati Gas Ltd,BHAGGAS,"Commodity Chemicals","8.789790975",,,,,,
Clinitech Laboratory Ltd,CTLLAB,"Health Care Equipment & Supplies","8.78724","0",,"0","0","0",
Shree Rajiv Lochan Oil Extraction Ltd,SHRAJOI,"Advertising","8.783578","0",,"0","0","0",
KMF Builders and Developers Ltd,KMFBLDR,"Real Estate","8.783222","0",,"0","0","0",
Croissance Ltd,CROISSANCE,"Restaurants & Cafes","8.774144","0",,"0","0","0",
Hindustan Bio Sciences Ltd,HINDBIO,"Biotechnology","8.764434","0",,"0","0","0",
PS IT Infrastructure & Services Ltd,PSITINFRA,"Technology Hardware","8.76288","0",,"0","0","0",
Explicit Finance Ltd,EXPLICITFIN,"Investment Banking & Brokerage","8.7486144","0",,"0","0","0",
Marshall Machines Ltd,MARSHALL,"Industrial Machinery","8.700042988","0",,"0","0","0",
Sunraj Diamond Exports Ltd,SUNRAJDI,"Precious Metals, Jewellery & Watches","8.688552",,,"0","0","0","0"
Tashi India Ltd,TASHIND,"Diversified Financials","8.650125","0",,"0","0","0",
Unjha Formulations Ltd,UNJHAFOR,"FMCG - Personal Products","8.647365","0",,"0","0","0",
C J Gelatine Products Ltd,CJGEL,"Specialty Chemicals","8.6398735","0",,"0","0","0",
Dr Lalchandani Labs Ltd,DLCL,"Hospitals & Diagnostic Centres","8.637068","0",,"0","0","0",
SW Investments Ltd,SW1,"Consumer Finance","8.6355",,,"0","0","0","0"
BGIL Films & Technologies Ltd,BGIL,"Movies & TV Serials","8.631654059999999","0",,"0","0","0",
Uniroyal Marine Exports Ltd,UNRYLMA,"Packaged Foods & Meats","8.6242145","0",,"0","0","0",
VB Industries Ltd,VBIND,"Diversified Financials","8.5201675","0",,"0","0","0",
Mirae Asset Nifty Energy ETF,ENERGY,"Equity","8.519691402",,,,,,
HDFC Nifty100 Low Volatility 30 ETF,HDFCLOWVOL,"Equity","8.48634288","0",,"0","0","0",
Net Avenue Technologies Ltd,CBAZAAR,"Textiles","8.474360809999999","0",,"0","0","0",
SBI BSE PSU BANK ETF,SBIBPB,"Equity","8.466023896","0",,"0","0","0",
Yashraj Containeurs Ltd,YASHRAJC,"Packaging","8.432","0",,"0","0","0",
Ganesh Holdings Ltd,GANHOLD,"Investment Banking & Brokerage","8.417277",,,"0","0","0","0"
Golden Carpets Ltd,GOLCA,"Textiles","8.411246064",,,"0","0","0",
Mirae Asset Nifty India Internet ETF,INTERNET,"Equity","8.41014198",,,,,,
Bansisons Tea Industries Ltd,BANSTEA,"Tea & Coffee","8.39991","0",,"0","0","0",
Karnawati Innovation Ltd,KARNAWATI,"Packaging","8.374805","0",,"0","0","0",
Groww BSE Power ETF,GROWWPOWER,"Equity","8.374429644",,,,,,
RO Jewels Ltd,ROJL,"Precious Metals, Jewellery & Watches","8.37411568","0",,"0","0","0",
ISF Ltd,ISFL,"Specialized Finance","8.36","0",,"0","0","0",
Kalahridhaan Trendz Ltd,KTL,"Textiles","8.335695","0",,"0","0","0",
Lyons Corporate Market Ltd,LYONSCO,"Diversified Financials","8.32684","0",,"0","0","0",
Motilal Oswal Nifty 500 Momentum 50 ETF,MOMENTUM50,"Equity","8.319286115","0",,"0","0","0",
Trinity League India Ltd,TRINITYLEA,"Business Support Services","8.312745","0",,"0","0","0",
Castora Agri Commodities Ltd,CASTORA,"Iron & Steel","8.2803964","0",,"0","0","0",
Objectone Information Systems Ltd,OONE,"IT Services & Consulting","8.2728653","0",,"0","0","0",
Swagtam Trading and Services Ltd,SWAGTAM,"Real Estate","8.2561175","0",,"0","0","0",
Gallops Enterprise Ltd,GALLOPENT,"Real Estate","8.243753","0",,"0","0","0",
Indergiri Finance Ltd,INDERGR,"Diversified Financials","8.229186","0",,"0","0","0",
Sirohia & Sons Ltd,SIROHIA,"Fertilizers & Agro Chemicals","8.214328692","0",,"0","0","0",
HDFC BSE 500 ETF,HDFCBSE500,"Equity","8.212044173999999","0",,"0","0","0",
Agarwal Fortune India Ltd,AGARWAL,"Building Products - Others","8.2002998","0",,"0","0","0",
Photoquip India Ltd,PHOTOQUP,"Electronic Equipments","8.191092","0",,"0","0","0",
Chothani Foods Ltd,CHOTHANI,"Agro Products","8.1844","0",,"0","0","0",
Hasti Finance Ltd,HASTIFIN,"Consumer Finance","8.18399615","0",,"0","0","0",
Euro-Leder Fashion Ltd,EUROLED,"Apparel & Accessories","8.1598464","0",,"0","0","0",
Triveni Glass Ltd,TRIVENIGQ,"Building Products - Glass","8.13953493","0",,"0","0","0",
Risa International Ltd,RISAINTL,"Real Estate","8.13451275","0",,"0","0","0",
Kotak Nifty India Consumption ETF,CONS,"Equity","8.12034275","0",,"0","0","0",
Bhagawati Oxygen Ltd,BHAGWOX,"Commodity Chemicals","8.118521190000001","0",,"0","0","0",
Thirani Projects Ltd,TPROJECT,"Investment Banking & Brokerage","8.105362875","0",,"0","0","0",
Haria Apparels Ltd,HARIAAPL,"Textiles","8.103594","0",,"0","0","0",
Gujrat Credit Corporation Ltd,GUJCRED,"Real Estate","8.097","0",,"0","0","0",
Dhanvantri Jeevan Rekha Ltd,ZDHJERK,"Hospitals & Diagnostic Centres","8.073848","0",,"0","0","0",
Shiva Suitings Ltd,SHVSUIT,"Textiles","8.072906765","0",,"0","0","0",
V B Desai Financial Services Ltd,VBDESAI,"Investment Banking & Brokerage","8.01889319","0",,"0","0","0",
ICICI Prudential Nifty200 Value 30 ETF,VAL30IETF,"Equity","8.018272972","0",,"0","0","0",
EVOQ Remedies Ltd,EVOQ,"Pharmaceuticals","8.0178","0",,"0","0","0",
Finelistings Technologies Ltd,FTL,"Retail - Speciality","7.99611375","0",,"0","0","0",
Transpact Enterprises Ltd,TRANSPACT,"Health Care Equipment & Supplies","7.9937091","0",,"0","0","0",
Jagjanani Textiles Ltd,JAGJANANI,"Textiles","7.9872","0",,"0","0","0",
Groww Nifty 50 ETF,GROWWNIFTY,"Equity","7.953903426",,,,,,
Indo Credit Capital Ltd,INDOCRED,"Investment Banking & Brokerage","7.95388",,,"0","0","0",
Groww Nifty 200 ETF,GROWWN200,"Equity","7.938725409000001","0",,"0","0","0",
Kairosoft AI Solutions Ltd,VOLKAI,"Specialized Finance","7.937634759999999",,,"0","0","0","0"
Money Masters Leasing and Finance Ltd,MMLF,"Diversified Financials","7.930200909999999","0",,"0","0","0",
Kiran Syntex Ltd,KIRANSY-B,"Textiles","7.862315","0",,"0","0","0",
Sri Lakshmi Saraswathi Textiles (Arni) Ltd,SLSTLQ,"Textiles","7.8319625","0",,"0","0","0",
MPL Plastics Ltd,MPL,"Commodity Chemicals","7.8231846","0",,"0","0","0",
Alexander Stamps and Coin Ltd,ALEXANDER,"Diversified Financials","7.794144","0",,"0","0","0",
Genomic Valley Biotech Ltd,GVBL,"Biotechnology","7.75843","0",,"0","0","0",
Sri Amarnath Finance Ltd,AMARNATH,"Investment Banking & Brokerage","7.75446","0",,"0","0","0",
Rich Universe Network Ltd,RICHUNV,"Diversified Financials","7.724232","0",,"0","0","0",
Millennium Online Solutions (India) Ltd,MILLENNIUM,"Technology Hardware","7.70300454","0",,"0","0","0",
Parker Agro Chem Exports Ltd,PARKERAC,"Oil & Gas - Storage & Transportation","7.69419","0",,"0","0","0",
IGC Industries Ltd,IGCIL,"Textiles","7.67312","0",,"0","0","0",
ADITYA BSL Nifty 200 Quality 30 ETF,NIFTYQLITY,"Equity","7.657617978","0",,"0","0","0",
Devine Impex Ltd,DEVINE,"Commodities Trading","7.6543566","0",,"0","0","0",
Edelweiss Nifty500 Multicap Momentum Quality50 ETF,EMULTIMQ,"Equity","7.651828173","0",,"0","0","0",
Mercury Trade Links Ltd,MERCTRD,"Investment Banking & Brokerage","7.6366125","0",,"0","0","0",
Space Incubatrics Technologies Ltd,SPACEINCUBA,"IT Services & Consulting","7.614018720000001","0",,"0","0","0",
Omega AG Seeds Punjab Ltd,OMEAG,"Agro Products","7.595744","0",,"0","0","0",
Padmanabh Alloys and Polymers Ltd,PADALPO,"Plastic Products","7.57862","0",,"0","0","0",
Kabra Commercial Ltd,KCL,"Commodities Trading","7.57638","0",,"0","0","0",
Manor Estates and Industries Ltd,KARANWO,"Real Estate","7.551495","0",,"0","0","0",
Shree Hanuman Sugar & Industries Ltd,HANSUGAR,"Sugar","7.548","0",,"0","0","0",
Priya Ltd,PRIYALT,"IT Services & Consulting","7.50575","0",,"0","0","0",
Nyssa Corporation Ltd,NYSSACORP,"Real Estate","7.5","0",,"0","0","0",
Nutech Global Ltd,NUTECGLOB,"Textiles","7.4614173","0",,"0","0","0",
MFS Intercorp Ltd,MFSINTRCRP,"Iron & Steel","7.4431529","0",,"0","0","0",
Vikalp Securities Ltd,VIKALPS,"Investment Banking & Brokerage","7.4405322","0",,"0","0","0",
Deccan Polypacks Ltd,DECPO,"Plastic Products","7.434225",,,"0","0","0",
Motilal Oswal Nifty India Defence ETF,MODEFENCE,"Equity","7.4175","0",,"0","0","0",
Groww Nifty Smallcap 250 ETF,GROWWSC250,"Equity","7.415108674",,,,,,
Jayatma Industries Ltd,JAYIND,"Textiles","7.40928","0",,"0","0","0",
Groww Nifty Chemicals ETF,GROWWCHEM,"Equity","7.408548147",,,,,,
Shanti Overseas (India) Ltd,SHANTI,"Packaged Foods & Meats","7.38549","0",,"0","0","0",
Yarn Syndicate Ltd,YARNSYN,"Textiles","7.3365","0",,"0","0","0",
DSP BSE Sensex Next 30 ETF,NEXT30ADD,"Equity","7.320629889","0",,"0","0","0",
Transglobe Foods Ltd,TRANSFD,"FMCG - Foods","7.3171975","0",,"0","0","0",
Groww Nifty Capital Markets ETF,GROWWCAPM,"Equity","7.309433628",,,,,,
Gratex Industries Ltd,GRATEXI,"Commodities Trading","7.28352","0",,"0","0","0",
Epsom Properties Ltd,EPSOMPRO,"Real Estate","7.2739328","0",,"0","0","0",
Konndor Industries Ltd,KONNDOR,"Paper Products","7.2729876","0",,"0","0","0",
Vintage Securities Ltd,VINTAGES,"Consumer Finance","7.260264","0",,"0","0","0",
Magenta Lifecare Ltd,MAGENTA,"Cables","7.254652416","0",,"0","0","0",
National Plywood Industries Ltd,NATPLY,"Building Products - Laminates","7.2449685","0",,"0","0","0",
Vivanza Biosciences Ltd,VIVANZA,"Pharmaceuticals","7.24","0",,"0","0","0",
Integra Capital Ltd,INTCAPL,"Diversified Financials","7.218798","0",,"0","0","0",
Decipher Labs Ltd,DECIPHER,"Pharmaceuticals","7.2013","0",,"0","0","0",
Kuberan Global Edu Solutions Ltd,KGES,"Education Services","7.17275508",,,"0","0","0","0"
Setubandhan Infrastructure Ltd,SETUINFRA,"Construction & Engineering","7.1636608200000005","0",,"0","0","0",
Arcee Industries Ltd,ARCEEIN,"Plastic Products","7.158316361","0",,"0","0","0",
Axis Nifty500 Value 50 ETF,AXISVALUE,"Equity","7.157455936","0",,"0","0","0",
Mystic Electronics Ltd,MYSTICELE,"Electronic Equipments","7.1553817760000005","0",,"0","0","0",
Kotak Nifty Chemicals ETF,CHEMICAL,"Equity","7.14550928",,,,,,
Nippon India BSE Sensex Next 30 ETF,SNXT30BEES,"Equity","7.139387048000001",,,,,,
Mirae Asset Nifty India New Age Consumption ETF,CONSUMER,"Equity","7.125245995","0",,"0","0","0",
Flora Corporation Ltd,FLORACORP,"Consumer Finance","7.118108125","0",,"0","0","0",
BCL Enterprises Ltd,BCLENTERPR,"Diversified Financials","7.1126","0",,"0","0","0",
Nihar Info Global Ltd,NIHARINF,"IT Services & Consulting","7.098084136","0",,"0","0","0",
Ganga Pharmaceuticals Ltd,GANGAPHARM,"Pharmaceuticals","7.0938","0",,"0","0","0",
KOBO Biotech Ltd,KOBO,"Pharmaceuticals","7.076025","0",,"0","0","0",
Ashram Online.com Ltd,ASHRAM,"Retail - Online","7.068","0",,"0","0","0",
Motilal Oswal Nifty Smallcap 250 ETF,MOSMALL250,"Equity","7.0308","0",,"0","0","0",
DSP BSE Sensex ETF,SENSEXADD,"Equity","7.022054778","0",,"0","0","0",
Omkar Speciality Chemicals Ltd,OMKARCHEM,"Specialty Chemicals","7.017098","0",,"0","0","0",
First Fintec Ltd,FIRSTFIN,"IT Services & Consulting","7.0010541150000005","0",,"0","0","0",
Bright Solar Ltd,BRIGHT,"Industrial Machinery","6.99972","0",,"0","0","0",
Brijlaxmi Leasing & Finance Ltd,BRIJLEAS,"Investment Banking & Brokerage","6.98058","0",,"0","0","0",
Multipurpose Trading and Agencies Ltd,ZMULTIPU,"Specialized Finance","6.94485","0",,"0","0","0",
Filmcity Media Ltd,FILME,"Movies & TV Serials","6.939609963","0",,"0","0","0",
Vinayak Polycon International Ltd,VINAYAKPOL,"Packaging","6.93291375","0",,"0","0","0",
Trio Mercantile And Trading Ltd,TRIOMERC,"Commodities Trading","6.929533608","0",,"0","0","0",
Jain Marmo Industries Ltd,JAINMARMO,"Building Products - Granite","6.902973","0",,"0","0","0",
Sailani Tours N Travel Limited,SAILANI,"Tour & Travel Services","6.900768","0",,"0","0","0",
Aarcon Facilities Ltd,AARCON,"Hotels, Resorts & Cruise Lines","6.8787753","0",,"0","0","0",
Kotak MSCI India ETF,MSCIINDIA,"Equity","6.830048836","0",,"0","0","0",
Mirae Asset BSE 500 Dividend Leaders 50 ETF,DIVIDEND,"Equity","6.802073577",,,,,,
Lakshmi Precision Screws Ltd,LAKPRE,"Industrial Machinery","6.794775206999999","0",,"0","0","0",
Peeti Securities Ltd,PEETISEC,"Textiles","6.788224","0",,"0","0","0",
Motilal Oswal Nifty Energy ETF,MOENERGY,"Equity","6.77712",,,,,,
Groww Nifty India Internet ETF,GROWWNET,"Equity","6.741730823999999",,,,,,
Delta Industrial Resources Ltd,DELTA,"Textiles","6.74125","0",,"0","0","0",
Ambitious Plastomac Company Ltd,AMBIT,"Real Estate","6.7396","0",,"0","0","0",
Lexoraa Industries Ltd,LEXORAA,"Precious Metals, Jewellery & Watches","6.722519","0",,"0","0","0",
Shelter Infra Projects Ltd,SIPL,"Construction & Engineering","6.708332519","0",,"0","0","0",
Polymac Thermoformers Ltd,POLYMAC,"Plastic Products","6.6559872","0",,"0","0","0",
ICICI Prudential Nifty EV & New Age Automotive ETF,EVIETF,"Equity","6.6417184119999995","0",,"0","0","0",
